reaction_id,reaction_name,subsystem,genes,minimum,maximum
HMR_2193,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,30963;67044;57874;70757;66775,0.0,-1.4144483197842302e-12
LDH_Lm,"L-lactate dehydrogenase, mitochondria",Pyruvate metabolism,16828;16832;52815,821.2183390702751,821.2183390696973
PPMI12346Ptn,5-diphosphatidylinositol pentakisphosphate nuclear transport (diffusion),"Transport, nuclear",,0.0,0.0
NABTNO,N4 AcetylaminobutanalNAD oxidoreductase,Arginine and proline metabolism,11668;11671;19378;56752;110695,0.0,0.0
UMPK5n,"UMP kinase (dATP),nuclear",Nucleotide interconversion,66588,-1000.0,1000.0
HMR_2884,HMR 2884,"Transport, endoplasmic reticular",20520,0.0,0.0
ACNMCT,CTP:N-acylneuraminate cytidylyltransferase,Aminosugar metabolism,12764,0.0,0.0
r2113,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
HOXG,Heme oxygenase 1,Heme degradation,15368;15369,0.0,0.0
HMR_0629,Phospholipase D,Glycerophospholipid metabolism,18807;18805;194908;104759;18806,0.0,0.0
GALASE20ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,19025;12091;50917;18010,0.0,0.0
HMR_3072,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,74147;15488,0.0,0.0
PCHOLN201_HSABCt,"Transport of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)","Transport, extracellular",18670;54667;11303;11982;54670,0.0,0.0
HSD17B4x,Hydroxysteroid (17-beta) dehydrogenase 4,Bile acid synthesis,15488,0.0,0.0
HMR_3235,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,93747;97212,0.0,0.0
ALAPAT4te,Transport of Alanine via Pat4,"Transport, extracellular",234967,-1000.0,1000.0
DATPtn,DATP diffusion in nucleus,"Transport, nuclear",,2.208345036729611,2.208345036729611
OMPDC,Orotidine-5'-phosphate decarboxylase,Pyrimidine synthesis,22247,0.0,0.0
HMR_7758,HMR 7758,"Transport, mitochondrial",13167,0.0,0.0
r0221_1,Propinol Adenylate:Coa Ligase (AMP-Forming),Miscellaneous,380660;60525;68738,0.0,-1.7053025658242404e-12
HMR_3625,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,0.0
HMR_1242,HMR 1242,"Transport, peroxisomal",,-1000.0,1000.0
HMR_0271,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,14081;50790;328845;433256;216739;74205;94180;26458,0.0,0.0
C226CPT1,Carnitine C22:6 transferase,Fatty acid oxidation,12895;12894;78070,0.0,0.0
r1664,Y+LAT2 Utilized transport,"Transport, extracellular",330836,-1000.0,1000.0
CPK1,Adenylate kinase,Nucleotide interconversion,66588,-1000.0,1000.0
SPTc,Serine-pyruvate aminotransferase,"Glycine, serine, alanine, and threonine metabolism",11611,0.0,0.0
HMR_2700,HMR 2700,"Transport, mitochondrial",236149;214663;236293;171405;207151;434674;319800;57279;30805;20517,0.0,0.0
MI4PP,1D-myo-Inositol 4-phosphate phosphohydrolase,Inositol phosphate metabolism,114663;55980,0.0,0.0
LDH_L,L-lactate dehydrogenase,Glycolysis/gluconeogenesis,54122;16828;16832;16833;106557,-1000.0,178.78166092972447
PCHOLSTE_HSABCt,Transport of 1-Stearoylglycerophosphocholine,"Transport, extracellular",18670;54667;11303;11982;54670,0.0,0.0
HMR_0298,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,171281;217700;70025;171282;12012;171210,0.0,0.0
G5SDym,"Glutamate-5-semialdehyde dehydrogenase, mitochondria",Urea cycle,56454,0.0,0.0
ACACT1r,Acetyl-CoA C-acetyltransferase,Tryptophan metabolism,224530;110460,0.0,0.0
HEXA2l,"Hexosaminidase A, Lysosomal",Sphingolipid metabolism,15211;15212,0.0,0.0
MI14PP,"D-myo-Inositol-1,4-bisphosphate 1-phosphohydrolase",Inositol phosphate metabolism,16329,0.0,0.0
ADNtm,"Equilibrative nucleoside transporter, mitochondrial","Transport, mitochondrial",63959,0.0,0.0
r0358,Glycolysis / Glyconeogenesis EC:2.7.1.1,Fructose and mannose metabolism,15277;15275;212032,0.0,74.81039997677243
LNLNCGCPT1,Carnitine O-palmitoyltransferase,Fatty acid oxidation,12895;12894;78070,0.0,0.0
HMR_2757,HMR 2757,"Transport, mitochondrial",236149;214663;236293;171405;207151;434674;319800;57279;30805;20517,-1000.0,1000.0
CRVSM23hr,Beta-glucuronidase of cerivastatin-M23-glucuronide to M23 form,Drug metabolism,110006,0.0,0.0
ACONT,Aconitate hydratase,Citric acid cycle,11428;64602,-1000.0,1000.0
CVM23GLUChc,Glucuronidation of cerivastatin-M23,Drug metabolism,22236;394436,0.0,0.0
KHK,Ketohexokinase,Fructose and mannose metabolism,16548,0.0,74.8103999766587
ESTRONESt,Estrone 3-sulfate transport via bicarbonate countertransport,"Transport, extracellular",58807;108115;108116;108096;28253;101488,-1000.0,1000.0
RE3247X,Acyl Coenzyme A Oxidase,Fatty acid oxidation,11430;80911;93732,0.0,-2.1600499167107046e-12
PCHOLN183_HSABCt,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)","Transport, extracellular",18670;54667;11303;11982;54670,0.0,0.0
HMR_2985,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,14081;50790;328845;433256;216739;74205;94180;26458,0.0,0.0
HMR_3716,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
EX_cyan_e,Hydrogen cyanide exchange,Exchange/demand reaction,,9.043787940754555e-11,0.0
HMR_0188,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,14081;50790;328845;433256;216739;74205;94180;26458,0.0,-8.242295734817162e-13
HPYRDCm,"Hydroxypyruvate decarboxylase, mitochondria",Glyoxylate and dicarboxylate metabolism,,0.0,0.0
DEOXFVShc,Formation of deoxy-fluvastatin-dinor,Drug metabolism,74147;11430;15488;235674,100.00000000000057,100.0
IMPC,IMP cyclohydrolase,Purine synthesis,108147,0.0,0.0
HPDECECOAm,Dehydrogenation of Heptadecanoyl Coa,Fatty acid oxidation,11363,0.0,0.0
3HCO3_NAt,Bicarbonate transport (Na/HCO3 1:3 cotransport),"Transport, extracellular",232156;54403,-1000.0,1000.0
PHPYRte,Transport of Phenylpyruvate via Proton Symport,"Transport, extracellular",20501;80879;20503,100.00000000000523,100.0
RE1522M,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,74147;93747;231086;97212,0.0,0.0
EX_M00234_e,EX M00234[e],Exchange/demand reaction,,0.0,0.0
HMR_2705,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,12895;12894;78070,0.0,0.0
APNPT,ATP:pantetheine 4'-phosphotransferase,CoA synthesis,75735;74450;269614;211347,0.0,0.0
CERT1rt,Ceramide transport protein,"Transport, endoplasmic reticular",68018,0.0,0.0
AKGDm,2-oxoglutarate dehydrogenase,Citric acid cycle,18293;27402;78920;13382,200.7425136881081,200.74251368778528
PGESc,Prostaglandin E synthase,Eicosanoid metabolism,96979;64292;56351,0.0,1000.0
SMPD3g,"Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",Sphingolipid metabolism,77626;238011;58994,0.0,0.0
RE3228C,RE3228,Fatty acid synthesis,,0.0,0.0
TRYPTAOX,Tryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),Tryptophan metabolism,109731;76507;17161;237940,0.0,0.0
RE2649M,Palmitoyl Coenzyme A Hydrolase,Bile acid synthesis,70025;171210,0.0,0.0
GLNS,Glutamine synthetase,Glutamate metabolism,266744;14645,0.0,0.0
PA_HStn,"Phosphatidate transport, nuclear","Transport, nuclear",,0.0,0.0
HMR_2215,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,12686;68801;83603;74559;170439;54325;54326,0.0,0.0
HPDECEm,Hydrolysis of Heptadecenoyl Coa,Fatty acid oxidation,70025;171210;170789;66834,0.0,0.0
r0750,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific); 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase Bile acid biosynthesis EC:1.1.1.50",Bile acid synthesis,83702,0.0,1000.0
ADMDC,Adenosylmethionine decarboxylase,Arginine and proline metabolism,100041585;11702,0.0,0.0
HMR_0290,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,171281;217700;70025;171282;12012;171210,0.0,0.0
HMR_2621,HMR 2621,"Transport, mitochondrial",236149;214663;236293;171405;207151;434674;319800;57279;30805;20517,0.0,-9.646586804710545e-13
HMR_2989,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,14081;50790;328845;433256;216739;74205;94180;26458,0.0,0.0
GUACYC,Guanylate cyclase,Nucleotide interconversion,245650;234889;18160;60596;54195;14917;14919;230103,0.0,0.0
PEAR_HSABCt,Transport of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine,"Transport, extracellular",50770;320940,0.0,0.0
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,Arginine and proline metabolism,,0.0,0.0
GK1,Guanylate kinase (GMP:ATP),Nucleotide interconversion,14923,7.708184545635618,7.7081845456298765
HMR_8476,HMR 8476,"Transport, nuclear",63959;13340,583.5674621627705,583.567462161911
RE3120C,RE3120,Fatty acid oxidation,170439;68801;83603;54326,4.6629367034256575e-12,-1.4890657544694857e-12
PGL,6-phosphogluconolactonase,Pentose phosphate pathway,66171,0.0,0.0
DM_pcreat_c,"Demand for  Phosphocreatine,  Cytosolic",Exchange/demand reaction,,0.0,0.0
GASNASE2ly,"Glycosylasparaginase, lysosomal",N-glycan degradation,11593,0.0,0.0
EX_didecaeth_e,"Exchange of C12:0-Ethanolamide, Didecanoyl Ethanolamide",Exchange/demand reaction,,0.0,0.0
HMR_3670,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,0.0
RE3241C,RE3241,Fatty acid synthesis,170439;68801;83603;54326,0.0,0.0
RE2999M,Dodecenoyl Coenzyme A Isomerase,Fatty acid oxidation,74147;13177;23986,0.0,-1.460875864722766e-11
PNTK,Pantothenate kinase,CoA synthesis,75735;74450;269614;211347,0.0,0.0
HMR_0814,"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",Glycosphingolipid metabolism,20449,0.0,0.0
RE3178M,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,74147;15107;15108;231086;15488;97212,0.0,0.0
r2225,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",101488,0.0,1000.0
PHYHx,"Phytanoyl-CoA dioxygenase, peroxisomal",Fatty acid oxidation,16922,0.0,0.0
GARFT,Phosphoribosylglycinamide formyltransferase,Purine synthesis,14450,0.0,0.0
r2093,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
HMR_8579,Alpha-Amylase,Starch and sucrose metabolism,100043684;100043686;100043688;11722;109959,100.00000000000092,100.0
THYOXt2,T4 transport via facilitated diffusion,"Transport, extracellular",20502,-1000.0,1000.0
GLYOXm,Hydroxyacylglutathione hydrolase  mitochondrial,Pyruvate metabolism,14651,0.0,0.0
ACNAMlt,N-acetylneuraminate transport into lysososme,"Transport, lysosomal",235504,0.0,0.0
RE3168C,RE3168,Fatty acid oxidation,,0.0,0.0
PPM,Phosphopentomutase,Pentose phosphate pathway,66681;72157,1000.0000000000019,1000.0
PCHOLMYR_HsABCt,Transport of 1-Myristoylglycerophosphocholine,"Transport, extracellular",18670;54667;11303;11982;54670,0.0,0.0
PI3P4K,Phosphatidylinositol 3-phosphate 4-kinase,Inositol phosphate metabolism,18717;18719;224020;18720;107650;84095,0.0,0.0
HMR_3651,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,0.0
EX_hepdeceth_e,Exchange of Heptadecanoyl Thanolamide (C17:0),Exchange/demand reaction,,0.0,0.0
HMR_2263,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,Fatty acid synthesis,12686;68801;83603;74559;170439;54325;54326,0.0,1.7053025658242404e-12
r1150,Facilitated diffusion,"Transport, lysosomal",,0.0,-3.86635114553878e-12
NDPK3m,"ATP:CDP phosphotransferase, mitochondria",Nucleotide interconversion,54369;56520,94.07500842386168,94.07500842378994
FAOXC164C165x,"Fatty Acid Beta Oxidation (C16:4->C16:5), Peroxisomal",Fatty acid oxidation,11430,0.0,-1.9184653865522705e-12
HMR_2264,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,56348,0.0,0.0
HMR_3627,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,0.0
PCHOLN1836_HSABCt,"Transport of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)","Transport, extracellular",18670;54667;11303;11982;54670,0.0,0.0
RE3169C,RE3169,Fatty acid oxidation,,0.0,0.0
BUTt,Butyrate transport (diffusion),"Transport, extracellular",75497;14077;21884;26568;14080;16592;12140;11770;16204;26569;12491;225579;26457,-1000.0,1000.0
HSD3A2r,3 alpha-hydroxysteroid dehydrogenase (type 3),Steroid metabolism,83702,-1000.0,1000.0
NAt5,Sodium/ammonium proton antiporter,"Transport, extracellular",20544;105243;226999,-1000.0,1000.0
HMR_3205,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,231086;52538;97212,0.0,0.0
PGDI,Prostaglandin-H2 D-isomerase [Precursor],Eicosanoid metabolism,54486;19215,-1000.0,1000.0
GALASE18ly,"Beta-galactosidase, lysosomal",Keratan sulfate degradation,19025;12091;50917;18010,0.0,0.0
EX_strch1_e,"Starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange",Exchange/demand reaction,,0.0,0.0
R01115,R01115,Aminosugar metabolism,12764,0.0,0.0
3MOX4HOXPGALDOX_NADP,3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase,Tyrosine metabolism,67689;11670;56847;621603;73458,0.0,0.0
HMR_3664,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,0.0
HMR_2348,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,56348,0.0,-2.9558577807620168e-12
HMR_2622,Carnitine O-Acetyltransferase,"Transport, mitochondrial",12896;12908,0.0,-1.8189894035458565e-12
MI1345PP,"D-myo-Inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase",Inositol phosphate metabolism,16330;64436;104015;16331;16332;212111;170835,0.0,0.0
r0220_1,Propinol Adenylate:Coa Ligase (AMP-Forming) Ec:6.2.1.17 Ec:6.2.1.1,Miscellaneous,380660;60525;68738,0.0,0.0
ADRNCRNt,Transport into the mitochondria (carnitine),Fatty acid oxidation,57279,-1000.0,1000.0
RE3103C,RE3103,Fatty acid oxidation,170439;68801;83603;54326,0.0,0.0
RE2998M,Acyl Coenzyme A Oxidase,Fatty acid oxidation,11430,13.364273476433821,13.364273476371082
BILIRED2,Nadh biliverdin reductase,Heme synthesis,233016;109778,0.0,0.0
r0541,"Glutaryl Coenzyme A: (Acceptor) 2, 3-Oxidoreductase (Decarboxylating)",Tryptophan metabolism,270076,0.0,-9.44239597275554e-13
GLCNACT3g,Alpha-N-acetylglucosaminyltransferase II,Chondroitin synthesis,14043;14042;54616;56219,0.0,0.0
HMR_2364,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,106529;243078,0.0,8.468831294542836e-13
ST6GALNAC31_1,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase 3",Sphingolipid metabolism,20447;50935;26938,0.0,0.0
CHOLK,Choline kinase,Glycerophospholipid metabolism,12651;12660,0.0,0.0
HMR_3704,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
SPHS1Ptr,Sphingosine-1-phosphate transport,"Transport, endoplasmic reticular",,0.0,0.0
HMR_3425,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,11363;11364;229211;15107;11370;15108;97212;52538;93747;231086;235674,0.0,0.0
HMR_3696,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
EBP1r,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Cholesterol metabolism,13595,0.0,0.0
PEPALM_HSASBCt,Transport of 1-Palmitoylglycerophosphocholine,"Transport, extracellular",18670;54667;11303;11982;54670,0.0,0.0
HMR_0428,HMR 0428,"Transport, extracellular",75497;14077;21884;26568;14080;16592;12140;11770;16204;26569;12491;225579;26457,0.0,0.0
HMR_0824,"Lactosylceramide Alpha-2, 3-Sialyltransferase",Glycosphingolipid metabolism,20454,0.0,0.0
DHORD9,Dihydoorotic acid dehydrogenase (quinone10),Pyrimidine synthesis,56749,0.0,0.0
r1448,Acyl-CoA Oxidase,Fatty acid oxidation,11430;80911,0.0,-2.8421709430404007e-12
r1253,Long-Chain-Fatty-Acid---Coa Ligase,Fatty acid oxidation,216739;14081;74205;50790;328845;433256;26458,0.0,0.0
RE2626M,RE2626M,Bile acid synthesis,104086,0.0,1000.0
TPI,Triose-phosphate isomerase,Glycolysis/gluconeogenesis,21991,475.87879557698966,475.8787955769873
HMR_3694,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
HMR_2261,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,30963;67044;57874;70757;66775,0.0,0.0
CPPPGO,Coproporphyrinogen oxidase (O2 required),Heme synthesis,12892,0.0,0.0
HMR_0192,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,14081;50790;328845;433256;216739;74205;94180;26458,0.0,0.0
HMR_0847,Exo-Alpha-Sialidase,Glycosphingolipid metabolism,241159;23956;50877;18010,0.0,0.0
HMR_2689,Carnitine O-Acetyltransferase,"Transport, mitochondrial",12896;12908,0.0,0.0
HMR_0305,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,14081;50790;328845;433256;216739;74205;94180;26458,0.0,0.0
HMR_0245,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,14081;50790;328845;433256;216739;74205;94180;26458,0.0,0.0
PAPStg,3'-Phosphoadenylyl sufate Golgi transport,"Transport, golgi apparatus",73836,0.0,0.0
S6T2g,"Galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus",Keratan sulfate synthesis,26887;54371;56773,0.0,0.0
OCTAt,Octanoate transport via diffusion,"Transport, extracellular",,0.0,0.0
HMR_9803,3-Oxopropionyl Coenzyme A:NAD+ Oxidoreductase,Propanoate metabolism,,0.0,0.0
G14T21g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis,56336;14595;53418;57370,0.0,0.0
PE161_HSABCt,"Transport of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)","Transport, extracellular",50770;320940,0.0,0.0
r2520,Mitochondrial Carrier (MC) TCDB:2.A.29.2.1,"Transport, mitochondrial",67863,-1000.0,1000.0
HMR_0244,HMR 0244,"Transport, extracellular",75497;14077;21884;26568;14080;16592;12140;11770;16204;26569;12491;225579;26457,0.0,0.0
NDP7er,"Nucleoside-diphosphatase (UDP), endoplasmic reticulum",Nucleotide interconversion,67464;76025;100862375;12499,0.0,0.0
CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),Pyrimidine synthesis,69719,0.0,0.0
HMR_2857,HMR 2857,"Transport, endoplasmic reticular",20520,0.0,0.0
RE3247M,Acyl Coenzyme A Oxidase,Fatty acid oxidation,11430,0.0,0.0
PCHOLEIC_HSABCt,"Transport of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14)","Transport, extracellular",18670;54667;11303;11982;54670,0.0,0.0
DUTCP,DUTP:cytidine 5'-phosphotransferase,Nucleotide interconversion,22245;80914,-1000.0,-294.07500842439407
FAOXC184C164x,"Fatty Acid Beta Oxidation (C18:4->C16:4), Peroxisomal",Fatty acid oxidation,74147;11430;15488;235674,0.0,-1.9326762412674725e-12
FVStu,Uptake of fluvastatin by enterocytes,Drug metabolism,101488,-899.999999999998,1000.0
PROPAT4te,Transport of Proline via Pat4,"Transport, extracellular",234967,-1000.0,1000.0
r1167,EC:2.3.1.26,Miscellaneous,20652;223920,0.0,1000.0
HMR_3662,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,0.0
HMR_3686,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
HMR_0209,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,14081;50790;328845;433256;216739;74205;94180;26458,0.0,0.0
HMR_3680,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,0.0
FAOXC164C143x,"Fatty Acid Beta Oxidation (C16:4->C14:3), Peroxisomal",Fatty acid oxidation,74147;15488;235674,0.0,0.0
EICOSTETCPT1,Carnitine O-palmitoyltransferase,Fatty acid oxidation,12895;12894;78070,0.0,0.0
HMR_3647,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,0.0
HMR_1665,Cholate Coenzyme A Ligase,"Transport, peroxisomal",26459;26458,0.0,0.0
IND3ACt,Transport of Indole-3-Acetate,"Transport, extracellular",,0.0,0.0
BILIRUBt2,Bilirubin transport via bicarbonate countertransport,"Transport, extracellular",101488,-1000.0,1000.0
HMR_0306,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,171281;217700;70025;171282;12012;171210,0.0,0.0
HMR_0382,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,171281;217700;70025;171282;12012;171210,0.0,0.0
C12DCACOT,Thioesterification of Dodecanedioyl Coenzyme A for Release into Cytosol,Fatty acid oxidation,170789,0.0,0.0
HMR_3646,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,0.0
NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),Nucleotide interconversion,79059;18102;18103;54369;171567,-1000.0,1000.0
RE3176C,RE3176,Fatty acid oxidation,,0.0,0.0
RE3628M,Dodecenoyl Coenzyme A Isomerase,Fatty acid oxidation,74147;13177;23986,0.0,0.0
PGMT,Phosphoglucomutase,Glycolysis/gluconeogenesis,66681;72157,364.45546484819266,364.4554648482017
CYSO,Cysteine oxidase,Taurine and hypotaurine metabolism,12583,0.0,0.0
