reaction_id,reaction_name,subsystem,genes,minimum,maximum
NICRNS,Nicotinate D-ribonucleotide synthase (ATP),NAD metabolism,,0.0,0.0
HMR_2697,Carnitine O-Acetyltransferase,"Transport, mitochondrial",12908;12896,0.0,0.0
HMR_3075,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,74147,0.0,0.0
C110CPT2m,DMNONCRNCPT2,Fatty acid oxidation,,0.0,1.344502596258296e-12
UMPK3n,"UMP kinase (UTP),nuclear",Nucleotide interconversion,66588,-1000.0,1000.0
r2117,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
LNSTLSr,Lanosterol synthase,Cholesterol metabolism,16987,0.0,0.0
r1182,EC:3.1.1.13,Miscellaneous,16889;12613,0.0,0.0
r0365,3-hydroxypropanoate:NAD+ oxidoreductase beta-Alanine metabolism / Propanoate metabolism EC:1.1.1.59,Propanoate metabolism,,0.0,4.320099833421409e-12
GRTTx,Geranyltranstransferase,Cholesterol metabolism,110196,0.0,0.0
LSTO1r,Lathosterol oxidase,Cholesterol metabolism,235293,0.0,8.597567102697212e-13
HMR_2260,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,56348,0.0,3.524291969370097e-12
PSP_L,Phosphoserine phosphatase (L-serine),"Glycine, serine, alanine, and threonine metabolism",100678,0.0,1.9895196601282805e-12
PMEVKx,Phosphomevalonate kinase,Cholesterol metabolism,68603,0.0,0.0
HMR_1565,Cholesterol:NADP+ Delta7-Oxidoreductase,Cholesterol metabolism,13360,0.0,9.14823772291129e-13
HMR_1760,Alpha-Methylacyl Coenzyme A Racemase,Bile acid synthesis,17117,0.0,0.0
34DHXMANDACOX_NADP,"3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase",Tyrosine metabolism,73458;621603;67689,0.0,2.1316282072803006e-12
UMPK,UMP kinase,Nucleotide interconversion,66588,-1000.0,1000.0
4HATVACIDthc,Uptake of 4-hydroxy-atorvastatin-acid into hepatocytes,Drug metabolism,101488,-1000.0,1000.0
EX_docteteth_e,"Exchange of Docosatetraenoyl Ethanolamide (22:4, Delta 7, 10, 13, 16)",Exchange/demand reaction,,0.0,4.774847184307873e-12
HMR_3413,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,231086;15107;15108;97212;229211;235674;11370;93747;11364;11363;52538,0.0,1.659117287999834e-12
r1251,EC:6.2.1.3,Fatty acid oxidation,328845;74205;433256;50790;216739;14081;26458,0.0,2.0463630789890885e-12
RDH2,"Retinol dehydrogenase (9-cis,NADH)",Vitamin A metabolism,19682,-1000.0,0.0
HMR_3409,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,231086;15107;15108;97212;229211;235674;11370;93747;11364;11363;52538,0.0,2.3353171248648627e-12
r0596,3-hydroxyisobutyryl-Coenzyme A hydrolase (mitochondrial),CoA synthesis,227095,0.0,4.2957383681953484e-12
PROFVShc,Thioesterase/ hydrolase for release of des-isoproylpropionic-acid-fluvastatin in hepatocytes,Drug metabolism,,0.0,3.610901066470338e-12
PE15_HSABCt,Transport of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe),"Transport, extracellular",50770;320940,0.0,0.0
r2115,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
CYTDtl,Cytidine facilated transport from lysosome,"Transport, lysosomal",71279,0.0,1.8189894035458565e-12
FACOAE161,Fatty-acid-CoA thioesterase (hexadecenoate),Fatty acid oxidation,171210;217700;12012;70025;171281;171282,0.0,3.7071623190024965e-12
GLCAASE8ly,"Beta-glucuronidase, lysosomal",Hyaluronan metabolism,109685;110006,0.0,4.931166586175096e-12
PI45PLC,"Phosphatidylinositol 4,5-bisphosphate phospholipase C",Inositol phosphate metabolism,18798;18799;72469;18802;227120;18803;433022;234779;269437;18795;18796;269615;18797;74055;114875,0.0,4.993339075554104e-12
BAAT3x,Bile acid Coenzyme A: amino acid N-acyltransferase,Bile acid synthesis,12012,136.74802255562264,136.74802255578484
r1169,EC:2.3.1.26,Miscellaneous,20652;223920,0.0,1.3642420526593924e-12
ATVACIDMCTtu,Uptake of atorvastatin by enterocytes by MCT1,Drug metabolism,20501,-1000.0,1000.0
C14STRr,C-14 sterol reductase,Cholesterol metabolism,73166,0.0,1.577070420322544e-12
HMR_2679,HMR 2679,"Transport, mitochondrial",319800;30805;20517;57279;171405;236149;236293;214663;207151;434674,-1000.0,1000.0
PRAIS,Phosphoribosylaminoimidazole synthase,Purine synthesis,14450,0.0,0.0
r2125,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
HMR_3648,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,1.9468870959826745e-12
GLUNm,Glutaminase (mitochondrial),Glutamate metabolism,216456;14660,0.0,557.9053379100745
RE3186M,RE3186M,Fatty acid oxidation,11363;66885;11364,0.0,0.0
FUMAC,Fumarylacetoacetase,Tyrosine metabolism,14085,0.0,0.0
RE3225C,RE3225,Fatty acid synthesis,83603;170439;68801;54326,0.0,2.893203865740292e-12
HMR_2041,17Beta-Estradiol 17-Dehydrogenase,Steroid metabolism,15486;114664;14979;15490;56348;15485,0.0,1000.0
C181OHc,Production of 3-Hydroxyoctadecenoylcarnitinec,Fatty acid oxidation,12894;12895;78070,0.0,8.542282959993001e-13
HMR_0795,Sphingomyelin Phosphodiesterase,Sphingolipid metabolism,238011;77626;58994;20597;20598,0.0,1.3642420526593924e-12
PSERT,Phosphoserine transaminase,"Glycine, serine, alanine, and threonine metabolism",107272,0.0,0.0
RE3195M,Alpha-Methylacyl Coenzyme A Racemase,Fatty acid oxidation,17117,0.0,0.0
5HOXINDACTOX,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase,Tryptophan metabolism,11671;56752;110695;11669;72535,-1.0203393685515039e-11,0.0
URIt,Uridine facilated transport in cytosol,"Transport, extracellular",13340;63959,-1000.0,900.0000000000025
FAOXC14C14OHm,"Fatty Acid Beta Oxidation (C14->C14Oh), Mitochondrial",Fatty acid oxidation,11370;97212,0.0,8.185452315956354e-12
EX_pmeth_e,Exchange of Palmitoylethanolamide,Exchange/demand reaction,,0.0,0.0
ATPH2e,ATP diphosphohydrolase,Nucleotide interconversion,72090;12499;215446;12495;12496;12497,0.0,0.0
HMR_7900,HMR 7900,"Transport, extracellular",,-2.6147972675971687e-12,0.0
RE0574C,RE0574,Fatty acid synthesis,,0.0,1.4779288903810084e-12
RE3153C,RE3153,Fatty acid oxidation,,0.0,2.893203865740292e-12
STRDNCCRNt,Transport into the mitochondria (carnitine),Fatty acid oxidation,57279,-1000.000000000003,1000.0000000000038
GSNtl,Guanosine facilated transport from lysosome,"Transport, lysosomal",71279,0.0,2.0463630789890885e-12
DGSNtm,Deoyguanosine transport in mitochondria,"Transport, mitochondrial",,0.0,2.4096280526464398e-12
CARN180t_m,Octadecanoyl-l-carnitine:carnitine antiport (Cytosol to mitochondira),"Transport, mitochondrial",319800;30805;20517;57279;171405;236149;236293;214663;207151;434674,-1000.0,1000.0
FAOXC102C103x,"Fatty Acid Beta Oxidation (C10:2->C10:3), Peroxisomal",Fatty acid oxidation,11430,0.0,4.064304448547773e-12
FACOAL245_2,Fatty-acid--CoA ligase,Fatty acid oxidation,14081,0.0,1.5916157281026244e-12
GHMT2rm,Glycine hydroxymethyltransferase  reversible  mitochondrial,"Glycine, serine, alanine, and threonine metabolism",108037;20425,0.0,358.4606227432147
r2099,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
HMR_3244,Medium-Chain Acyl Coenzyme A Dehydrogenase,Fatty acid oxidation,11363;11370;11364;229211,0.0,3.5988989566249074e-12
LPAMt,Lipoamide Transport,"Transport, extracellular",,-100.0,0.0
HMR_2713,Carnitine O-Acetyltransferase,"Transport, mitochondrial",12908;12896,-1000.0,1000.0000000000027
HMR_7715,HMR 7715,"Transport, lysosomal",,0.0,1.5774048733874224e-12
EX_CE6247_e,"Exchange of 5, 12, 20-Trihete",Exchange/demand reaction,,0.0,0.0
HMR_0822,HMR 0822,Glycosphingolipid metabolism,225742,-1.0515281762230106e-12,2.3874235921539366e-12
HMR_3107,Medium-Chain Acyl Coenzyme A Dehydrogenase,Fatty acid oxidation,11363;11370;11364;229211,0.0,2.6708829386402427e-12
RE3190M,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,97212;52538;231086,0.0,1.0523619120322294e-12
HMR_3245,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,93747;97212,0.0,3.865352482534945e-12
RE0512M,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,231086;15488;15107;74147;15108;97212,0.0,3.699989809485322e-12
CYTDt,Cytidine facilated transport in cytosol,"Transport, extracellular",13340;63959,-1000.0,900.000000000002
RE3010C,Carbonyl Reductase (NADPH),Eicosanoid metabolism,109857;12408,-5.4569682106375694e-12,1000.0
FORMCOAtx,Formyl coa transport,"Transport, peroxisomal",,0.0,8.70154583242337e-13
r2289,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",101488,0.0,1000.0
HEX10,Hexokinase (D-glucosamine:ATP),Aminosugar metabolism,15275;15277;216019;212032;103988,0.0,1.5916157281026244e-12
HCO3E,HCO3 equilibration reaction,Miscellaneous,12351;230099;12353;12354;76459;12346;12349;23831;12350;71934,-800.0000000000088,1000.0
HMR_6545,HMR 6545,Inositol phosphate metabolism,227721;74411;218232;329506;75769;72102;66865;103199;433323;103466;77116;103850;16332;219135;67881;54384;53332;81535;50773;97287;83493;209039;101490;75454;237523,0.0,500.0
r1665,Y+LAT2 Utilized transport,"Transport, extracellular",330836,-1000.0,1000.0
PELINL_HSPLA2,"Formation of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12) by Phospholipase A2",Glycerophospholipid metabolism,66350;237625;329502;53357;18780;18783;18784;211429;26971,0.0,1.3287741096916374e-12
HMR_2708,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,12894;12895;78070,0.0,0.0
HMR_2988,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,328845;216739;14081;26458;74205;433256;94180;50790,0.0,1.1937117960769683e-12
HMR_3639,Acyl Coenzyme A:Cholesterol O-Acyltransferase,Cholesterol metabolism,20652;223920,0.0,2.1600499167107046e-12
PTVSTtu,Uptake of pitavastatin by enterocytes,Drug metabolism,108096;101488,-1000.0,1000.0
PCHOLSTE_HSPLA2,Formation of 1-Stearoylglycerophosphocholine by Phospholipase A2,Glycerophospholipid metabolism,66350;237625;329502;53357;18780;18783;18784;211429;26971,0.0,1.0800249583553523e-12
RE1523M,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,93747;74147;97212;231086,-9.805489753489383e-12,3.8059252719077366e-12
HMR_3001,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,328845;216739;14081;26458;74205;433256;94180;50790,0.0,2.7284841053187847e-12
HMR_0323,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,328845;216739;14081;26458;74205;433256;94180;50790,0.0,1.8758328224066645e-12
EX_HC00955_e,L-3-Cyanoalanine exchange,Exchange/demand reaction,,-2.7984015105175786e-10,0.0
FAOXC102C101m,"Reduction (C10:2->C10:1), Mitochondrial",Fatty acid oxidation,67460,0.0,3.8059252719077366e-12
RE3235C,RE3235,Fatty acid synthesis,,0.0,2.2433103145682987e-12
R_group_phosphotase_3,R group phosphotase 3,Miscellaneous,,0.0,1.5916157281026244e-12
GLYt2r,Glycine reversible transport via proton symport,"Transport, extracellular",215335;246049,-1000.0,1000.0
BAMPPALDOX,Beta-Aminopropion aldehyde NAD+ oxidoreductase,Beta-Alanine metabolism,56752;11671;19378;110695;11668,0.0,0.0
GLCAASE9ly,"Beta-glucuronidase, lysosomal",Hyaluronan metabolism,110006,0.0,0.0
SMS4,"Sphingomyelin Synthase, Formation of Sm (D18:1/16:0)",Glycerophospholipid metabolism,208449;74442,0.0,3.936406756110955e-12
CHOLATEt,Cholate transport via bicarbonate countertransport,"Transport, extracellular",108096;101488,-1000.0,1000.0
PAFABCt,Transport of 1-Alkyl 2-Acteylglycerol 3-Phosphocholine,"Transport, extracellular",54667;11982;54670;11303;18670,0.0,1.2505552149377763e-12
RE3171C,RE3171,Fatty acid oxidation,,0.0,1.2343142381204027e-12
MAOLNOR,Monoamine oxidase (L-Normetanephrine),Tyrosine metabolism,17161;109731,0.0,1.2126596023639042e-12
CREATtmdiffir,Creatine transport to/from mitochondria via diffusion,Urea cycle,,0.0,3.296918293926865e-12
LNLNCGCRNt,Transport into the mitochondria (carnitine),Fatty acid oxidation,57279,-1000.0,1000.0000000000035
HMR_2671,Carnitine O-Acetyltransferase,"Transport, mitochondrial",12908;12896,-1.9813991717195935e-12,0.0
NTD7,5'-nucleotidase (AMP),Nucleotide interconversion,107569;76952;70881;230718;50773,0.0,3.1985642205032298e-12
UMPK7n,"UMP kinase (dGTP),nuclear",Nucleotide interconversion,66588,-1000.0,1000.0
FAOXC165C164x,"Fatty Acid Beta Oxidation (C16:5->C16:4), Peroxisomal",Fatty acid oxidation,26378,0.0,3.9541703245049575e-12
DEOXFVSitx,DEOXFVSitx,Drug metabolism,,-100.0,-99.99999999999471
C4tcx,Transport of Bytyrylcarnitine from Peroxisomes,"Transport, peroxisomal",57279,-4.661160346586257e-12,4.396710450647832e-12
PE226_HSPLA2,"Formation of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6) by Phospholipase A2",Glycerophospholipid metabolism,66350;237625;329502;53357;18780;18783;18784;211429;26971,0.0,0.0
ABUTt4_2_r,ABUTt4 LPAREN 2 RPAREN r,"Transport, extracellular",14411;14412;232333;243616,-1000.0,1000.0
HMR_2210,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,243078;106529,0.0,1.2278178473934531e-11
HMR_3433,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,231086;15107;15108;97212;229211;235674;11370;93747;11364;11363;52538,0.0,2.7569058147491887e-12
SPHINGStl,Sphingosine intracellular transport,"Transport, lysosomal",,0.0,5.716089925207402e-12
HMR_0246,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,171210;217700;12012;70025;171281;171282,0.0,1.5347723092418164e-12
ALDD2y,"Aldehyde dehydrogenase (acetaldehyde, NADP)",Glycolysis/gluconeogenesis,73458;72535;621603;11671;56752;19378;11670;67689,0.0,629.2172213716506
HMR_3688,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,1.8189894035458565e-12
RDH2a,"Retinol dehydrogenase (9-cis,NADPH)",Vitamin A metabolism,17252;108841;105014;77974;235033;242285,0.0,1000.0
EX_gtp_e,GTP exchange,Exchange/demand reaction,,0.0,0.0
HMR_2541,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,Fatty acid synthesis,56348,0.0,6.292566467891447e-11
S2T4g,"Uronyl 2-sulfotransferase, Golgi",Chondroitin synthesis,23908,0.0,0.0
r2083,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
FMNAT,FMN adenylyltransferase,Vitamin B2 metabolism,319945,0.0,0.0
r2089,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
PELINETH,Formation of Linoleoyl Ethanolamide,Glycerophospholipid metabolism,18805;18806,0.0,4.206412995699793e-12
RE0453N,Nucleoside-Diphosphate Kinase,Pyrimidine synthesis,18102;18103,-1000.0,1000.0
r0308,Palmitoyl-CoA hydrolase Fatty acid elongation in mitochondria EC:3.1.2.22 EC:3.1.2.2,Fatty acid oxidation,171210;19063;70025;171281;54397;171282,0.0,0.0
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),Methionine and cysteine metabolism,,0.0,0.0
SMS6,"Sphingomyelin Synthase, Formation of Sm (D18:1/18:0)",Glycerophospholipid metabolism,208449;74442,0.0,5.277556169858144e-12
r2118,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
CAATPS_1,Ca ATPase,"Transport, extracellular",381290;67972;320707;11941,0.0,0.0
HMR_1748,Cholestanetriol 26-Monooxygenase,Bile acid synthesis,104086,0.0,0.0
HMR_2687,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,12894;12895;78070,0.0,1.5947900977425443e-12
EX_4hphac_e,4 hydroxyphenylacetate exchange,Exchange/demand reaction,,0.0,0.0
HMR_0393,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,328845;216739;14081;26458;74205;433256;94180;50790,0.0,1.5916157281026244e-12
ACRNtm,O acetylcarnintine transport into mitochondria via diffusion,"Transport, mitochondrial",57279,-1000.0,516.365960653271
GLCtg,"Glucose transport, Golgi apparatus","Transport, golgi apparatus",20525,0.0,6.252776074688882e-12
HMR_3414,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,231086;15107;15108;97212;229211;235674;11370;93747;11364;11363;52538,0.0,2.8516448461838686e-12
HMR_2262,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,243078;106529,0.0,1.2960299500264227e-11
CITtbm,Citrate transport  mitochondrial,"Transport, mitochondrial",13358,230.53557198201605,1000.0
PI45P5P,"Phosphatidylinositol-4,5-bisphosphate 5-phosphatase",Inositol phosphate metabolism,104015;16330;64436;20975;320634,0.0,6.6986416413783445e-12
SPODM,Superoxide dismutase,ROS detoxification,20655,0.0,3.289812866569264e-12
GLYAMDTRc,Glycine amidinotransferase (c),Urea cycle,67092,0.0,3.895550548804749e-12
r0463,"(S)-3-Hydroxy-3-methylglutaryl-CoA acetoacetyl-CoA-lyase (CoA-acetylating) Synthesis and degradation of ketone bodies / Valine, leucine and isoleucine degradation / Butanoate metabolism EC:2.3.3.10",Cholesterol metabolism,208715,-6.480149750132114e-12,0.0
G14T4g,"Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi",Keratan sulfate synthesis,14595;57370;53418;56336,0.0,0.0
HMR_2604,Carnitine O-Acetyltransferase,"Transport, mitochondrial",12908;12896,-1.7621459846850485e-12,1.5438163137418211e-12
CITt4_4,Citrate transport via sodium symport,"Transport, extracellular",237831,-1000.0,1000.0
HMR_3109,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,15107;15108;97212,-8.828298747576695e-13,3.0005797122375228e-12
GLACO,D-Glucuronolactone:NAD+ oxidoreductase,Vitamin C metabolism,56847;73458;621603;11671;56752;19378;11670;11668;67689,19.790002555644662,19.790002555771164
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),Pyrimidine catabolism,22271;76654,890.3557470877525,890.3557470878299
HMR_3737,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,1.8189894035458565e-12
FAOXC102C81x,"Fatty Acid Beta Oxidation (C10:2->C8:1), Peroxisomal",Fatty acid oxidation,74147;15488;235674,0.0,2.88563527884057e-12
DOCOHEXETHc,Formation of Docosahexaenoyl Ethanolamide,Glycerophospholipid metabolism,18805;18806,0.0,0.0
HMR_2644,HMR 2644,"Transport, mitochondrial",319800;30805;20517;57279;171405;236149;236293;214663;207151;434674,-1000.0,1000.0
r2202,Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5,"Transport, extracellular",101488,-1000.0,1000.0
RE3012C,Aldehyde Dehydrogenase (NAD+),Eicosanoid metabolism,56752;11670,-1.992099542873439e-12,4.618527782440651e-12
C8DCc,Production of suberylcarnitine,Fatty acid oxidation,12894;12895;78070,0.0,1.3642420526593924e-12
HMR_2994,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,328845;216739;14081;26458;74205;433256;94180;50790,0.0,1.5916157281026244e-12
URIK2,Uridine kinase (GTP:Uridine),Purine synthesis,80914;22245;68556,0.0,909.1537336378309
PELPALM_HSABCt,Transport of 1-Palmitoylglycerophosphoethanolamine,"Transport, extracellular",50770;320940,0.0,0.0
HMR_9719,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,231086;15107;15108;97212;229211;235674;11370;93747;11364;11363;52538,0.0,4.142464149481384e-12
DCSPTN1CPT2,Carnitine transferase,Fatty acid oxidation,12896,0.0,6.314504359056503e-12
SUBEACTD,Transport of suberic acid into cytosol (diffusion),Fatty acid oxidation,,0.0,2.6147972675971687e-12
4HPROLTASCT1,Exit of hydroxy-proline across the basolateral surface of enterocytes,"Transport, extracellular",55963,0.0,1000.0
C6DCCACT,Transport of adipoyl carnitine into cytosol,Fatty acid oxidation,57279,-2.1600499167107046e-12,0.0
HMR_2336,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,67044;30963;70757;66775;57874,0.0,1.7840088380930515e-12
MTHFCm,Methenyltetrahydrifikate cyclohydrolase  mitochondrial,Folate metabolism,17768;270685,186.99783176546921,716.9212454864257
HMR_0430,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,171210;217700;12012;70025;171281;171282,0.0,2.348128311018604e-12
BBHOX,"4-Trimethylammoniobutanoate,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)",Lysine metabolism,170442,0.0,0.0
r2133,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
C4STMO2r,C-4 methyl sterol oxidase,Cholesterol metabolism,66234;18194,0.0,0.0
C204CRNt,Arachidonic acid transport into the mitochondria,Fatty acid oxidation,57279,-1000.0000000000135,1000.0
HPROx,Trans-4-Hydroxy-L-proline:NAD+ 5-oxidoreductase Arginine and proline metabolism EC:1.5.1.2,Arginine and proline metabolism,69051;209027,-1000.0,1000.0
HMR_0438,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,171210;217700;12012;70025;171281;171282,0.0,1.5916157281026244e-12
RE1532M,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,97212;52538;231086,0.0,4.736951571734001e-12
HMR_0346,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,171210;217700;12012;70025;171281;171282,0.0,1.5916157281026244e-12
FAOXC123x,"Isomerization (C12:3), Peroxisomal",Fatty acid oxidation,23986;74147,0.0,1.82772006476794e-12
HMR_3422,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,231086;15107;15108;97212;229211;235674;11370;93747;11364;11363;52538,0.0,2.1644224873923054e-12
HMR_0200,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,328845;216739;14081;26458;74205;433256;94180;50790,0.0,9.094947017729282e-13
HMR_2363,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,Fatty acid synthesis,67044;30963;70757;66775;57874,0.0,2.8367007228150798e-12
HMR_3002,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,328845;216739;14081;26458;74205;433256;94180;50790,0.0,1.7053025658242404e-12
CYTK10n,"Cytidylate kinase (CMP,dGTP),nuclear",Nucleotide interconversion,66588,-1000.0,1000.0
HMR_2968,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,328845;216739;14081;26458;74205;433256;94180;50790,0.0,2.0463630789890885e-12
HMR_0765,HMR 0765,Sphingolipid metabolism,56336;218271;320011;210004;231727;66435;56375;14595;56386;68273;108105;68292;272411;232984;227327;108150;67555;67556;108155;14345;76485;171167;14347;227671;14348;654821;268510;73068;26877;330406;57370;26878;330671;239827;208211;93961;72297;55981;333424;14422;16430;74782;67909;224143;97440;53418;97884;53625;230801;381694,0.0,1.4779288903810084e-12
AG13T2g,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus",Keratan sulfate synthesis,210004;231727;108902;53625;72297;232984;227327,0.0,0.0
NTD5l,"5'-nucleotidase (dTMP), lysosomal",Pyrimidine catabolism,11433;66659;11432;56318,0.0,4.547473508864641e-12
HMR_3200,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,15107;15108;97212,0.0,1.287397076983841e-12
NTD5,5'-nucleotidase (dTMP),Pyrimidine catabolism,76952;107569;23959;70881;230718;50773,0.0,4.547473508864641e-12
LCAT23e,"Lecithin-Cholesterol Acyltransferase, Formation of Cholesterol-Ester (18:3)",Cholesterol metabolism,16816,0.0,96.50590652350526
NDPK9,Nucleoside diphosphate kinase  ATPIDP,Nucleotide interconversion,54369;171567;79059;18102;18103,-1000.0,1000.0
r2096,Major Facilitator(MFS) TCDB:2.A.1.13.1,"Transport, extracellular",20501,-1000.0,1000.0
RE3112C,RE3112,Fatty acid oxidation,,-4.916955731459893e-12,4.680108152873193e-12
HMR_3236,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,15107;15108;97212,0.0,5.9401372709544376e-12
PCHOLN224_HSABCt,"Transport of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)","Transport, extracellular",54667;11982;54670;11303;18670,0.0,1.2505552149377763e-12
HMR_0601,Phosphatidate Phosphatase,Glycerophospholipid metabolism,381925;14245;67916;216152;50784;64899;71910;64898;229791;235044;19012,0.0,0.0
RE1448R_1,"Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase",Phosphatidylinositol phosphate metabolism,234129,0.0,2.103726005357371e-12
SADT,Sulfate adenylyltransferase,Nucleotide interconversion,23971;23972,0.0,9.918034435067356e-13
GLU5Km,Glutamate 5-kinase (m),Urea cycle,56454,0.0,3.785420738258506e-12
SBTR,D sorbitol reductase,Fructose and mannose metabolism,11677;58810;110198,0.0,1000.0
HEX4,Hexokinase (D-mannose:ATP),Fructose and mannose metabolism,15275;15277;216019;212032;103988,0.0,0.0
DLNLCGCPT2,Carnitine transferase,Fatty acid oxidation,12896,-6.508571459562518e-12,3.7603207047048695e-12
HMR_0836,Beta-N-Acetylhexosaminidase,Glycosphingolipid metabolism,15211;238023;15212,0.0,0.0
HMR_3690,Steryl-Ester Acylhydrolase,Cholesterol metabolism,16889;12613,0.0,0.0
EX_homoval_e,Exchange of Homovanillate,Exchange/demand reaction,,0.0,2.972289081526469e-12
HMR_2718,HMR 2718,"Transport, mitochondrial",319800;30805;20517;57279;171405;236149;236293;214663;207151;434674,-1000.0,1000.0
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",Nucleotide interconversion,207728;18577;18578;218461;18583;18584;23984;29863;238871;110385;241489;18573;18574;18575;18576;54611,0.0,2.7284841053187847e-12
FALDH,Formaldehyde dehydrogenase,Tyrosine metabolism,11532,-1000.0000000000005,1000.0
HMR_2270,Very-Long-Chain Enoyl Coenzyme A Reductase,Fatty acid synthesis,106529,0.0,2.6421652264997656e-12
HMR_3505,"4, 8, 12-Trimethyltridecanoyl Coenzyme A:Propanoyl Coenzyme A C2-4, 8, 12-Trimethyltridecanoyltransferase",Fatty acid oxidation,17919;235674,0.0,1.122657522500958e-12
TYRCBOX,L-Tyrosine carboxy-lyase,Tyrosine metabolism,13195,0.0,2.2737367544323206e-12
HMR_3059,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,74147;15488,0.0,2.7057467377744616e-12
PCHOLN205_HSPLA2,"Formation of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5) by Phospholipase A2",Glycerophospholipid metabolism,66350;237625;329502;53357;18780;18783;18784;211429;26971,0.0,1.4779288903810084e-12
SMS11,"Sphingomyelin Synthase, Formation of Sm (D18:1/22:1)",Glycerophospholipid metabolism,208449;74442,0.0,5.580869100185737e-12
EX_gam_e,D-Glucosamine exchange,Exchange/demand reaction,,0.0,0.0
