"Reaction ID","Reaction Name","Flux","Subsystem"
"FVStep","Efflux of fluvastatin from enterocytes into portal blood",-100,"Drug metabolism"
"SK_thf_c","EX thf LPAREN c RPAREN",100,"Exchange/demand reaction"
"r1954","Y+LAT2 Utilized transport",200,"Transport, extracellular"
"r1384","Guanosine aminohydrolase EC:3.5.4.15",-100,"Nucleotide interconversion"
"EX_pe_hs_e","Phosphatidylethanolamine (homo sapiens) exchange",-45.3486618046649,"Exchange/demand reaction"
"FUMSO4tm","Fumarate:sulfate antiport, mitochondrial",70.5711323555918,"Transport, mitochondrial"
"PHCDm","L 1 pyrroline 3 hydroxy 5 carboxylate dehydrogenase",44.9051114665519,"Arginine and proline metabolism"
"ECOAH12m","Enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",70.5711323555918,"Valine, leucine, and isoleucine metabolism"
"L_LACtcm","L-lactate transport via diffusion (cytosol to mitochondria)",824.716241943212,"Transport, mitochondrial"
"EX_leuktrC4_e","Leukotriene C4 exchange",100,"Exchange/demand reaction"
"MI1PS","Myo Inositol 1 phosphate synthase",3.98665232579253,"Inositol phosphate metabolism"
"DCTPtn","DCTP diffusion in nucleus",366.266843929662,"Transport, nuclear"
"SK_cys__L_c","Sink cys L[c]",-1000,"Exchange/demand reaction"
"FOLOAT2tc","Folate Transport by Oats",219.781671743039,"Transport, extracellular"
"EX_tyr__L_e","L-Tyrosine exchange",-100,"Exchange/demand reaction"
"SK_ile__L_c","Sink ile L[c]",-48.9167284605651,"Exchange/demand reaction"
"EX_malttr_e","Maltotriose exchange",-100,"Exchange/demand reaction"
"r0834","Mitochondrial Carrier (MC) TCDB:2.A.29.2.2",-372.198688486131,"Transport, mitochondrial"
"SK_gly_c","Sink gly[c]",1000,"Exchange/demand reaction"
"HMR_7749","Beta-D-Glucose 6-Phosphate Ketol-Isomerase",285.336453995998,"Glycolysis/gluconeogenesis"
"ESTRONEtr","Estrone intracellular transport",-991.528256938392,"Transport, endoplasmic reticular"
"Htx","H transporter, peroxisome",367.83208,"Transport, peroxisomal"
"EX_lpchol_hs_e","Lysophosphatidylcholine (homo sapiens) exchange",-21.2470613447278,"Exchange/demand reaction"
"MMTSADm","Malonate-semialdehyde dehydrogenase (acetylating), mitochondrial",70.5711323555918,"Valine, leucine, and isoleucine metabolism"
"THFtm","5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial",-282.936214943795,"Transport, mitochondrial"
"SRTNENT4tc","Serotonin Transport by Ent4",168.835,"Transport, extracellular"
"URIt2","Uridine transport in via proton symport",-100,"Transport, extracellular"
"LEUt5m","Leucine mitochondrial transport",-919.761562015421,"Transport, mitochondrial"
"r0074","L-Glutamate 5-semialdehyde:NAD+ oxidoreductase Arginine and proline metabolism EC:1.5.1.12",9.61643605330239,"Urea cycle"
"EX_cytd_e","Cytidine exchange",100,"Exchange/demand reaction"
"PGP_hs_tm","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",-2.49167907748011,"Transport, mitochondrial"
"SK_ser__L_c","Sink ser L[c]",-1000,"Exchange/demand reaction"
"PA_HSter","Phosphatidate scramblase",8.47174306160801,"Transport, endoplasmic reticular"
"LPCHOLt","Lysophosphatidylcholine Transport",21.2470613447278,"Transport, extracellular"
"PUNP5","Purine-nucleoside phosphorylase (Inosine)",100,"Purine catabolism"
"SK_lys__L_c","Sink lys L[c]",-101.246092868725,"Exchange/demand reaction"
"ATPtm","ADP/ATP transporter, mitochondrial",1000,"Transport, mitochondrial"
"PItn","Phosphate transport, nuclear",-515.888508898131,"Transport, nuclear"
"MMSAD3m","Methylmalonate-semialdehyde dehydrogenase (acylating)",483.657373975952,"Propanoate metabolism"
"EX_atp_e","EX atp LPAREN e RPAREN",-100,"Exchange/demand reaction"
"EX_Rtotal_e","R total exchange",21.2470613447278,"Exchange/demand reaction"
"PSSA1_hs","Phosphatidylserine synthase homo sapiens",-29.4017105197383,"Glycerophospholipid metabolism"
"ACt2m","Acetate mitochondrial transport via proton symport",-470.833916757366,"Transport, mitochondrial"
"NTD5m","5'-nucleotidase (dTMP), mitochondrial",6.97078882638302,"Nucleotide interconversion"
"r1019","Postulated transport reaction",-116.95802,"Transport, peroxisomal"
"LEUKTRA4t","Leukotriene A4 transmembrane (homo sapiens) transport",-100,"Transport, extracellular"
"MTHFD","Methylenetetrahydrofolate dehydrogenase (NADP)",-515.739028223918,"Folate metabolism"
"CO2tp","CO2 peroxisomal transport",50.1248657142857,"Transport, peroxisomal"
"EX_imp_e","IMP exchange",78.4570302434341,"Exchange/demand reaction"
"PGPP_hsc","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",2.49167907748011,"Glycerophospholipid metabolism"
"PEPCKm","Phosphoenolpyruvate carboxykinase (GTP)",142.850247828094,"Glycolysis/gluconeogenesis"
"EX_glu__L_e","L-Glutamate exchange",-100,"Exchange/demand reaction"
"SK_arg__L_c","Sink arg L[c]",-61.4301829107537,"Exchange/demand reaction"
"UTPtn","UTP diffusion in nucleus",77.3973614306137,"Transport, nuclear"
"EX_leuktrA4_e","Leukotriene A4 exchange",100,"Exchange/demand reaction"
"RE1447N_1","Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase",-257.944254449066,"Phosphatidylinositol phosphate metabolism"
"SK_glu__L_c","Sink glu L[c]",-1000,"Exchange/demand reaction"
"DM_na1_c","Sink na1",100,"Exchange/demand reaction"
"EX_uri_e","Uridine exchange",100,"Exchange/demand reaction"
"EX_orn_e","Ornithine exchange",-9.61643605330238,"Exchange/demand reaction"
"HMR_1095","HMR 1095",568.232897047484,"Transport, nuclear"
"PYK","Pyruvate kinase",142.850247828094,"Glycolysis/gluconeogenesis"
"THMDt2","Thymidine transport in via proton symport",-6.97078882638302,"Transport, extracellular"
"ICDHym","Isocitrate dehydrogenase  NADP",-470.833916757366,"Citric acid cycle"
"r0840","Free diffusion",-73.0856642351956,"Transport, endoplasmic reticular"
"EX_maltpt_e","Maltopentaose exchange",100,"Exchange/demand reaction"
"H2Oter","H2O endoplasmic reticulum transport",-8.47174306160801,"Transport, endoplasmic reticular"
"SK_gln__L_c","Sink gln L[c]",-421.807861263262,"Exchange/demand reaction"
"EX_hco3_e","EX hco3 LPAREN e RPAREN",100,"Exchange/demand reaction"
"r0915","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2",-142.850247828094,"Transport, mitochondrial"
"EX_akg_e","2-Oxoglutarate exchange",-100,"Exchange/demand reaction"
"DCMPtm","DCMPtm",-618.338843610006,"Transport, mitochondrial"
"CO2tm","CO2 transport  diffusion   mitochondrial",233.532508261666,"Transport, mitochondrial"
"EX_CE2838_e","Maltononaose exchange",-100,"Exchange/demand reaction"
"EX_ser__L_e","L-Serine exchange",-100,"Exchange/demand reaction"
"SK_phe__L_c","Sink phe L[c]",55.633680790732,"Exchange/demand reaction"
"r2355","Organic anion transporter 5 Utilized transport",39.7719609722188,"Transport, extracellular"
"r0383","Pyruvate:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-acetylating) EC:1.2.4.1",82.1287785168923,"Miscellaneous"
"MALOAAtm","Dicarboxylate/tricarboxylate carrier (mal:oaa), mitochondrial",-1000,"Transport, mitochondrial"
"SK_his__L_c","Sink his L[c]",-21.6142729527828,"Exchange/demand reaction"
"r0841","Free diffusion",73.0856642351956,"Transport, endoplasmic reticular"
"HMR_7199","HMR 7199",481.207761810846,"Transport, lysosomal"
"CHOLt4","Choline, sodium cotransport",100,"Transport, extracellular"
"PSSA2_hs","Phosphatidylserine synthase homo sapiens",35.8802129138892,"Glycerophospholipid metabolism"
"SK_Ser_Gly_Ala_X_Gly_r","Sink Ser Gly Ala X Gly, Endoplasmic Reticulum",481.207761810846,"Exchange/demand reaction"
"PAIL_HStn","Phosphatidylinositol nuclear transport (diffusion)",257.944254449066,"Transport, nuclear"
"GPDDACHOL","Glycerophosphocholine Phosphodiesterase",21.2470613447278,"Glycerophospholipid metabolism"
"r0826","Transport reaction",8.47174306160801,"Transport, endoplasmic reticular"
"EX_ac_e","Acetate exchange",100,"Exchange/demand reaction"
"GLNtm","L-glutamine transport via electroneutral transporter",366.065518925752,"Transport, mitochondrial"
"PGLYCtm","Transport of Phosphatidylglycerol, Endoplasmatic Reticulum",2.49167907748011,"Transport, mitochondrial"
"MLTHFtm","5,10-Methylenetetrahydrofolate transport from the cytosol to the mitochondria",798.675243167713,"Transport, mitochondrial"
"r0892","Facilitated diffusion",-100,"Transport, extracellular"
"EX_thymd_e","Thymidine exchange",6.97078882638302,"Exchange/demand reaction"
"r2341","Organic anion transporter 5 Utilized transport",-200,"Transport, extracellular"
"DCMPDA","DCMP deaminase",-91.2804874620199,"Pyrimidine catabolism"
"r1292","Postulated transport reaction",-16.7082885714286,"Transport, peroxisomal"
"HIBDm","3-hydroxyisobutyrate dehydrogenase, mitochondrial",70.5711323555918,"Valine, leucine, and isoleucine metabolism"
"r0839","Postulated transport reaction",-357.451671743039,"Transport, extracellular"
"NADtru","NAD transporter, endoplasmic reticulum",991.528256938392,"Transport, endoplasmic reticular"
"r0409","UTP:Sedoheptulose 7-phosphate 1-phosphotransferase EC:2.7.1.11",212.250789760803,"Miscellaneous"
"RNTR3","Ribonucleoside triphosphate reductase  CTP",893.325200077648,"Nucleotide interconversion"
"HMR_3996","L-Cysteine:NAD+ Oxidoreductase;",-546.018391905115,"Methionine and cysteine metabolism"
"SK_tyr__L_c","Sink tyr L[c]",72.6977154830959,"Exchange/demand reaction"
"HSD17B8r","17-beta-hydroxysteroid dehydrogenase",991.528256938392,"Steroid metabolism"
"NH4tm","NH3 mitochondrial transport",1000,"Transport, mitochondrial"
"MLTHFte3","Transport by Folr into Extracellular Space",100,"Transport, extracellular"
"DM_4abut_c","DM 4abut[c]",1000,"Exchange/demand reaction"
"URIDK2r","Uridylate kinase (dUMP)",-100.489717875233,"Nucleotide interconversion"
"CYTK3","Cytidylate kinase (CMP)(GTP)",-7.86814526147731,"Nucleotide interconversion"
"r2320","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2",-39.7719609722188,"Transport, extracellular"
"MMMm","Methylmalonyl-CoA mutase",70.5711323555918,"Valine, leucine, and isoleucine metabolism"
"EX_utp_e","UTP exchange",-100,"Exchange/demand reaction"
"EX_M02451_e","EX M02451[e]",-100,"Exchange/demand reaction"
"O2Stm","Superoxide anion transport via diffusion (mitochondria)",100,"Transport, mitochondrial"
"HMR_7198","HMR 7198",481.207761810846,"Transport, lysosomal"
"EX_ascb__L_e","L-Ascorbate exchange",-100,"Exchange/demand reaction"
"SRTNt6_2_r","SRTNt6 LPAREN 2 RPAREN r",-168.835,"Transport, extracellular"
"MALSO4tm","Malate:sulfate antiport, mitochondrial",-442.769820841723,"Transport, mitochondrial"
"ALOX52","Arachidonate 5-lipoxygenase",300,"Eicosanoid metabolism"
"HMR_0770","HMR 0770",-2.98994649662484,"Transport, extracellular"
"SK_trp__L_c","Sink trp L[c]",-2.27520462564852,"Exchange/demand reaction"
"TALA","Transaldolase",-248.7936218784,"Pentose phosphate pathway"
"PEt","Phosphatidylethanolamine Transport",45.3486618046649,"Transport, extracellular"
"EX_co2_e","CO2 exchange",100,"Exchange/demand reaction"
"3MOBt2im","3-methyl-2-oxobutanoate mitochondrial transport via proton symport",70.5711323555918,"Transport, mitochondrial"
"DM_C02712_c","Demand for N-Acetylmethionine",1000,"Exchange/demand reaction"
"NADHtru","NADH transporter, endoplasmic reticulum",991.528256938392,"Transport, endoplasmic reticular"
"SK_thr__L_c","Sink thr L[c]",-53.4671377118621,"Exchange/demand reaction"
"COAtr","COA transporter, endoplasmic reticulum",565.786152492844,"Transport, endoplasmic reticular"
"r0555","Acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase Glycolysis / Gluconeogenesis / Alanine and aspartate metabolism / Pyruvate metabolism EC:2.3.1.12",82.1287785168923,"Miscellaneous"
"r1400","Active transport",16.7082885714286,"Fatty acid oxidation"
"GLYC2P3Pc","Formation of Glycerol-3-Phosphate",21.2470613447278,"Transport, extracellular"
"SK_leu__L_c","Sink leu L[c]",-93.2830476698331,"Exchange/demand reaction"
"CHOLESTTDe","CHOLESTTDe vesicular transport",-3.4883849066478,"Transport, extracellular"
"RTOTALt","RTOTAL transport",-21.2470613447278,"Transport, extracellular"
"SUCD1m","Succinate dehydrogenase",-70.5711323555918,"Citric acid cycle"
"r0249","D-Ribose-5-phosphate ketol-isomerase Pentose phosphate pathway EC:5.3.1.6",-73.0856642351956,"Pentose phosphate pathway"
"r1652","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",-100,"Transport, extracellular"
"DHAPtm","Dihydroxyacetone phosphate transport  mitochondrial",72.8178655412694,"Transport, mitochondrial"
"Htr","H transporter, endoplasmic reticulum",1000,"Transport, endoplasmic reticular"
"EX_chsterol_e","Cholesterol exchange",-3.4883849066478,"Exchange/demand reaction"
"RNTR2","Ribonucleoside triphosphate reductase  GTP",1.69246771266116,"Nucleotide interconversion"
"GLUt6","Glutamate transport via Na, H symport and K antiport",337.67,"Transport, extracellular"
"LEUTA","Leucine transaminase",919.761562015421,"Valine, leucine, and isoleucine metabolism"
"r2139","Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14",-100,"Transport, extracellular"
"HMR_7748","Alpha-D-Glucose 6-Phosphate Ketol-Isomerase",-285.336453995998,"Glycolysis/gluconeogenesis"
"NAt","Sodium transport (uniport)",-835.12652712845,"Transport, extracellular"
"ASCBt","L-ascorbate transport via facilitated diffusion",100,"Transport, extracellular"
"DHRT_ibcoa","Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase, Isobutyryl-CoA forming",70.5711323555918,"Valine, leucine, and isoleucine metabolism"
"DM_dctp_n","Demand for dCTP, Nuclear",389.705321338732,"Exchange/demand reaction"
"SK_HC01115_c","Sink HC01115[c]",1000,NA
"ESTRADIOLtr","Estradiol intracellular transport",991.528256938392,"Transport, endoplasmic reticular"
"r0385","3-methyl-2-oxobutanoate:[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-2-methylpropanoylating) EC:1.2.4.4",70.5711323555918,"Miscellaneous"
"HC00900t2","Transport of Methylmalonate, Antiport with Sulphate",219.781671743039,"Transport, extracellular"
"r1593","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",100,"Transport, extracellular"
"DTDPtn","DTDP nuclear transport",2.23844158683037,"Transport, nuclear"
"RE0453C","Nucleoside-Diphosphate Kinase",-1000,"Pyrimidine synthesis"
"r0784","Xylitol:NAD oxidoreductase Pentose and glucuronate interconversions EC:1.1.1.15",-1000,"Pentose phosphate pathway"
"EX_mlthf_e","Exchange of 5,10-Methylenetetrahydrofolate",-100,"Exchange/demand reaction"
"r1549","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",-100,"Transport, extracellular"
"NDPK1m","Nucleoside-diphosphate kinase (ATP:GDP), mitochondrial",-786.578619816314,"Nucleotide interconversion"
"DM_ascb__L_c","Demand for  Ascorbic Acid",100,"Exchange/demand reaction"
"HMR_1081","Leukotriene-C4 Synthase",200,"Leukotriene metabolism"
"DHFR2i","Dihydrofolate reductase (NAD+)",9.20923041321339,"Folate metabolism"
"SK_chol_c","Sink chol[c]",-573.940801667854,"Exchange/demand reaction"
"PYK6","RE2954",1000,"Pyrimidine synthesis"
"H2Otp","H2O transport  peroxisomal",-200.499462857143,"Transport, peroxisomal"
"PUNP7","Purine-nucleoside phosphorylase (Xanthosine)",-100,"Nucleotide interconversion"
"CATp","Catalase A  peroxisomal",50,"Miscellaneous"
"GHMT2r","Glycine hydroxymethyltransferase, reversible",192.145445357009,"Glycine, serine, alanine, and threonine metabolism"
"UPPN","B-ureidopropionase",483.657373975952,"Pyrimidine catabolism"
"EX_lac__D_e","D-lactate exchange",-100,"Exchange/demand reaction"
"EX_chol_e","Choline exchange",-100,"Exchange/demand reaction"
"NDPK7n","Nucleoside-diphosphate kinase (ATP:dCDP), nuclear",25.0529732812611,"Nucleotide interconversion"
"RPE","Ribulose 5-phosphate 3-epimerase",-73.0856642351956,"Pentose phosphate pathway"
"COAtim","CoA transporter  mitochondrial   irreversible",-16.7082885714285,"Transport, mitochondrial"
"CYOOm3i","CYOOm3i",67.534,"Oxidative phosphorylation"
"SK_met__L_c","Sink met L[c]",-1000,"Exchange/demand reaction"
"EX_h_e","H+ exchange",-100,"Exchange/demand reaction"
"DUDPtn","DUDP nuclear transport",-77.3973614306137,"Transport, nuclear"
"HMR_6583","Phosphatidylinositol-3, 4, 5-Trisphosphate 3-Phosphatase",257.944254449066,"Inositol phosphate metabolism"
"r0809","Facilitated diffusion",100,"Purine catabolism"
"SK_asp__L_c","Sink asp L[c]",939.70741940207,"Exchange/demand reaction"
"SK_ala__L_c","Sink ala L[c]",331.676572091994,"Exchange/demand reaction"
"O2tp","O2 transport glycosome",8.47900999999999,"Transport, peroxisomal"
"RNTR4","Ribonucleoside triphosphate reductase  UTP",-106.655074930454,"Nucleotide interconversion"
"NADtx","Nad transport, glycosomal",724.716241943212,"Transport, peroxisomal"
"H2Otm","H2O transport  mitochondrial",-819.228104737618,"Transport, mitochondrial"
