"Reaction ID","Reaction Name","Flux","Subsystem"
"GLUt2m","Amino acid transporter (glu-L), mitochondrial",1000,"Transport, mitochondrial"
"GMPR","GMP reductase",-7.90844698722463,"Nucleotide interconversion"
"TKT2","Transketolase",119.925394277018,"Pentose phosphate pathway"
"r0739","Alcohol dehydrogenase Bile acid biosynthesis EC:1.1.1.1",-164.316354383449,"Bile acid synthesis"
"HCO3Em","HCO3 equilibration reaction",153.095666554804,"Miscellaneous"
"CYTK9","Cytidylate kinase (CMP,dCTP)",111.312582060902,"Nucleotide interconversion"
"EX_malthp_e","EX malthp LPAREN e RPAREN",100,"Exchange/demand reaction"
"RE0935E","Alpha-Amylase",-200,"Starch and sucrose metabolism"
"CDSm","Phosphatidate cytidylyltransferase",2.00362218791839,"Glycerophospholipid metabolism"
"HEX1","Hexokinase (D-glucose:ATP)",67.3802866602909,"Glycolysis/gluconeogenesis"
"4MOPt2im","4-methyl-2-oxopentanoate mitochondrial transport  via proton symport",190.72756373846,"Transport, mitochondrial"
"DEOXFVStev","Exit of deoxy-fluvastatin-dinor into hepatic vein for excretion in urine",100,"Drug metabolism"
"DURIPP","Deoxyuridine phosphorylase",127.300729043619,"Nucleotide interconversion"
"2HCO3_NAt","Bicarbonate transport (Na/HCO3 1:2 cotransport)",-50,"Transport, extracellular"
"CYTK7","Cytidylate kinase (CMP,UTP)",-211.312582060902,"Nucleotide interconversion"
"ALDD2xm","Aldehyde dehydrogenase  acetylaldehyde  NAD   mitochondrial",237.344328770853,"Glycolysis/gluconeogenesis"
"CDIPTr","Phosphatidylinositol synthase (Homo sapiens)",-2.50444180153944,"Glycerophospholipid metabolism"
"SK_cmpglna_c","Sink cmpglna[c]",-606.844162341601,NA
"RNDR1","Ribonucleoside-diphosphate reductase (ADP)",4.5156261250101,"Nucleotide interconversion"
"GTHRDH_syn","Glutathione hydralase (periplasmic)",-200,"Glutathione metabolism"
"ORNt","Ornithine transport via diffusion",900,"Transport, extracellular"
"SUCOAS1m","Succinyl-CoA ligase (GDP-forming)",-1000,"Citric acid cycle"
"ACCOAtr","Acetyl-coa transport",-900,"Transport, endoplasmic reticular"
"PI45PLC","Phosphatidylinositol 4,5-bisphosphate phospholipase C",274.076251366425,"Inositol phosphate metabolism"
"BAAT3x","Bile acid Coenzyme A: amino acid N-acyltransferase",8.77298732520489,"Bile acid synthesis"
"GLUNm","Glutaminase (mitochondrial)",274.417205894312,"Glutamate metabolism"
"URIt","Uridine facilated transport in cytosol",-100,"Transport, extracellular"
"CYTDt","Cytidine facilated transport in cytosol",-100,"Transport, extracellular"
"HCO3E","HCO3 equilibration reaction",100,"Miscellaneous"
"EX_HC00955_e","L-3-Cyanoalanine exchange",-100,"Exchange/demand reaction"
"DEOXFVSitx","DEOXFVSitx",-100,"Drug metabolism"
"ACRNtm","O acetylcarnintine transport into mitochondria via diffusion",-900,"Transport, mitochondrial"
"GLACO","D-Glucuronolactone:NAD+ oxidoreductase",100,"Vitamin C metabolism"
"PYNP2r","Pyrimidine-nucleoside phosphorylase (uracil)",900,"Pyrimidine catabolism"
"MI1PP","Myo-inositol 1-phosphatase",278.083323875545,"Inositol phosphate metabolism"
"HMR_0587","HMR 0587",-2.00362218791839,"Transport, mitochondrial"
"SPODMm","Superoxide dismutase",52.3881241555547,"ROS detoxification"
"3HPVSCOAhc","3HPVSCOAhc",64.6167229847375,"Drug metabolism"
"r0648","(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase Cyanoamino acid metabolism EC:2.3.2.2",100,"Miscellaneous"
"CYTK14","Cytidylate kinase (dCMP,UTP)",897.702858451145,"Nucleotide interconversion"
"ENO","Enolase",1000,"Glycolysis/gluconeogenesis"
"CSNATer","Carnitine O-acetyltransferase, endolasmic reticulum",-900,"Fatty acid oxidation"
"AMPDA","Adenosine monophosphate deaminase",86.2551311668739,"Nucleotide interconversion"
"4ABUTtm","4 aminobutanoate mitochondrial transport via diffusion",-1000,"Transport, mitochondrial"
"DUTUP","DUTP:uridine 5'-phosphotransferase",-1000,"Nucleotide interconversion"
"EX_2hb_e","2 Hydroxybutyrate exchange",1.2532839036007,"Exchange/demand reaction"
"RE0958E","Alpha-Amylase",-100,"Starch and sucrose metabolism"
"PGK","Phosphoglycerate kinase",-1000,"Glycolysis/gluconeogenesis"
"GLDBRAN","Glycogen debranching enzyme",120.546878155641,"Starch and sucrose metabolism"
"RNDR4","Ribonucleoside-diphosphate reductase (UDP)",118.238054176235,"Nucleotide interconversion"
"R04215","CTP:N-glycoloylneuraminate cytidylyltransferase",-606.844162341601,"Aminosugar metabolism"
"EX_3hpvstet_e","Exchange reaction of 3-S-hydroxy-pravastatin-tetranor in hepatic vein",64.6167229847375,"Exchange/demand reaction"
"CYTK13","Cytidylate kinase (dCMP,dATP)",-9.01544051204723,"Nucleotide interconversion"
"EX_3hpvs_e","Exchange reaction for 3-hydroxy pravastatin in portal blood",-64.6167229847375,"Exchange/demand reaction"
"SCP2x_1","Peroxisomal Thiolase 2",1.2532839036007,"Bile acid synthesis"
"r0027","NADPH:CoA-glutathione oxidoreductase EC:1.8.1.9",545.997997559035,"Methionine and cysteine metabolism"
"PGI","Glucose-6-phosphate isomerase",103.640907906841,"Glycolysis/gluconeogenesis"
"ETOHt","Ethanol reversible transport",73.9796034117226,"Transport, extracellular"
"EX_idp_e","IDP exchange",-100,"Exchange/demand reaction"
"HMR_1084","Gamma-Glutamyltransferase",100,"Leukotriene metabolism"
"UMPK4","UMP kinase (GTP)",-7.90844698722463,"Nucleotide interconversion"
"ORNTArm","L-Ornithine:2-oxo-acid aminotransferase",-100,"Urea cycle"
"BIOMASS_reaction","Generic Human Biomass Reaction",171.866717097134,NA
"RE2640C","N-Acyl-Aliphatic-L-Amino Acid Amidohydrolase",-1000,"Methionine and cysteine metabolism"
"RPI","Ribose-5-phosphate isomerase",239.850788554037,"Pentose phosphate pathway"
"GLCRt1","Transport by Glut-5 Transporter into Extracellular Space",-100,"Transport, extracellular"
"LPASE","Lysophospholipase",68.2949255591466,"Glycerophospholipid metabolism"
"r0995","Mitochondrial Carrier (MC) TCDB:2.A.29.8.3",-900,"Transport, endoplasmic reticular"
"DGCHOLtx","Bile acid intracellular transport",8.77298732520489,"Transport, peroxisomal"
"EX_deoxfvs_e","Exchange reaction for deoxy-fluvastatin-dinor in hepatic vein",100,"Exchange/demand reaction"
"CYTK1m","Cytidylate kinase (CMP),mitochondrial",2.00362218791839,"Nucleotide interconversion"
"ADK1","Adenylate kinase",-481.414591013192,"Nucleotide interconversion"
"TKT1","Transketolase",119.925394277018,"Pentose phosphate pathway"
"r0797","Glycine N-choloyltransferase EC:2.3.1.65",-8.77298732520489,"Bile acid synthesis"
"GDHm","Glutamate dehydrogenase, mitochondria",-629.233445969475,"Glutamate metabolism"
"r0181","ITP Diphosphohydrolase",-100,"Purine catabolism"
"ALCD21_D","Alcohol dehydrogenase (D-1,2-propanediol)",183.572174083392,"Pyruvate metabolism"
"PGM","Phosphoglycerate mutase",-1000,"Glycolysis/gluconeogenesis"
"UMPK3","UMP kinase (UTP)",-451.867735843831,"Nucleotide interconversion"
"ASPTA","Aspartate transaminase",-423.856105201943,"Alanine and aspartate metabolism"
"r2109","Major Facilitator(MFS) TCDB:2.A.1.13.1",1.2532839036007,"Transport, extracellular"
"CARN1819Zt_m","(9Z)-octadecenoyl-l-carnitine:carnitine antiport (Cytosol to mitochondira)",-898.746716096399,"Transport, mitochondrial"
"DGTPtn","DGTP diffusion in nucleus",1.70113676582743,"Transport, nuclear"
"CYOR_u10mi","CYOR u10mi",49.4287922222665,"Oxidative phosphorylation"
"NDPK3","Nucleoside-diphosphate kinase (ATP:CDP)",-100,"Nucleotide interconversion"
"RE3301C_1","Phospholipase D",5.50987508341702,"Glycerophospholipid metabolism"
"EX_glcr_e","D-Glucarate exchange",100,"Exchange/demand reaction"
"ORNt3m","Ornithine mitochondrial transport via proton antiport",100,"Transport, mitochondrial"
"DRPA","Deoxyribose-phosphate aldolase",127.300729043619,"Pentose phosphate pathway"
"NDPK6","Nucleoside-diphosphate kinase (ATP:dUDP)",-1000,"Nucleotide interconversion"
"ACOAD9m","2-methylacyl-coa dehydrogenase, 2-Methylprop-2-enoyl-CoA forming",362.661786612533,"Valine, leucine, and isoleucine metabolism"
"FBA","Fructose-bisphosphate aldolase",343.491696460878,"Glycolysis/gluconeogenesis"
"FVSitx","FVSitx",100,"Drug metabolism"
"EX_HC01577_e","Exchange of gamma-Glutamyl-beta-cyanoalanine",100,"Exchange/demand reaction"
"RE0944E","Alpha-Amylase",-100,"Starch and sucrose metabolism"
"ALATA_L","L-alanine transaminase",-663.214691289345,"Glutamate metabolism"
"DCK1m","Deoxycytidine kinase, mitochondrial (ATP)",-311.328143512649,"Nucleotide interconversion"
"RE1448N_1","Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase",-274.076251366425,"Phosphatidylinositol phosphate metabolism"
"SK_ficytb5_c","Sink ficytb5[c]",1000,NA
"SK_pro__L_c","Sink pro L[c]",-70.8922709350943,"Exchange/demand reaction"
"CATm","Catalase",26.1940620777773,"ROS detoxification"
"SK_5HPET_c","Sink for 5(S)-HPETE",-100,"Exchange/demand reaction"
"EX_h2o_e","H2O exchange",-100,"Exchange/demand reaction"
"TMDS","Thymidylate synthase",2.24990719351858,"Nucleotide interconversion"
"BALAtmr","Beta-alanine transport, mitochondria",487.076911874674,"Transport, mitochondrial"
"GLYC3Ptm","Glycerol 3 phosphate shuttle",380.196975124761,"Transport, mitochondrial"
"EX_gthrd_e","Reduced glutathione exchange",100,"Exchange/demand reaction"
"H2Otn","H2O transport  nuclear",548.15250273285,"Transport, nuclear"
"r1116","ATP Exporter (ATP-E) TCDB:9.A.6.1.1",-100,"Transport, extracellular"
"HMR_3106","HMR 3106",-100,"Transport, peroxisomal"
"EX_leuktrD4_e","Leukotriene D4 exchange",-100,"Exchange/demand reaction"
"GGT6","Gamma-glutamyltransferase",200,"Eicosanoid metabolism"
"MTHFD2m","Methylenetetrahydrofolate dehydrogenase (NAD), mitochondrial",-762.655671229148,"Folate metabolism"
"EX_met__L_e","L-Methionine exchange",-26.2987013167693,"Exchange/demand reaction"
"EX_glc__D_e","D-Glucose exchange",100,"Exchange/demand reaction"
"EX_cgly_e","Cys-Gly exchange",-100,"Exchange/demand reaction"
"r1547","Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1",-100,"Transport, extracellular"
"GBA","Glucosylceramidase",3.00526141516049,"Sphingolipid metabolism"
"Ht","Proton diffusion",-1000,"Transport, extracellular"
"SK_focytb5_c","Sink focytb5[c]",-1000,NA
"PHETA1","Phenylalanine transaminase",-100,"Phenylalanine metabolism"
"r2526","Major Facilitator(MFS) TCDB:2.A.1.44.1",100,"Transport, extracellular"
"ALR3","Aldose reductase (acetol)",183.572174083392,"Pyruvate metabolism"
"COAtp","Coenzyme A transport, peroxisomal",92.4802965783958,"Transport, peroxisomal"
"ETHAAL","Ethanolamine ammonia-lyase",36.0639963155113,"Glycerophospholipid metabolism"
"MDHp","Malate dehydrogenase  peroxisomal",-491.895232582008,"Citric acid cycle"
"SK_asn__L_c","Sink asn L[c]",-48.0238574248667,"Exchange/demand reaction"
"H2O2tp","Hydrogen peroxide transport via diffusion, glyoxysome",-100,"Transport, peroxisomal"
"SK_glygn2_c","Sink glygn2[c]",-120.546878155641,"Exchange/demand reaction"
"r0879","TCDB:2.A.29.2.4 TCDB:2.A.29.16.1",98.7467160963993,"Transport, extracellular"
"C181CPT2","Carnitine octadecenoyl transferase",1.25328390360087,"Fatty acid oxidation"
"GLYCLm","Glycine cleavage system  mitochondrial",-645.183759924837,"Transport, extracellular"
"EX_ins_e","Inosine exchange",-100,"Exchange/demand reaction"
"G3PD1irm","Glycerol 3 phosphate dehydrogenase  NAD   mitochondrial",-380.196975124761,"Glycerophospholipid metabolism"
"ALCD22_D","Alcohol dehydrogenase (D-lactaldehyde)",183.572174083392,"Pyruvate metabolism"
"LEUTAm","Leucine transaminase  mitochondrial",-190.72756373846,"Valine, leucine, and isoleucine metabolism"
"SK_Tyr_ggn_c","Sink for Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis)",120.546878155641,"Exchange/demand reaction"
"HMR_7197","HMR 7197",484.102538659133,"O-glycan metabolism"
"OROTGLUt","Orotate-Glutamate Antiport",237.67,"Transport, extracellular"
"RE0452M","DTMP Kinase",2.24990719351858,"Pyrimidine synthesis"
"PPItm","Diphopshate transporter, mitochondrial",-2.00362218791839,"Transport, mitochondrial"
"EX_gly_e","Glycine exchange",100,"Exchange/demand reaction"
"EX_itp_e","Exchange of ITP",100,"Exchange/demand reaction"
"DCYTtm","Deoxycytidine facilated transport in mitochondria",-311.328143512649,"Transport, mitochondrial"
"DNDPt4m","DATP transport via dUDP antiport",3.37486079027786,"Transport, mitochondrial"
"EX_CE2839_e","Maltodecaose exchange",100,"Exchange/demand reaction"
"r1117","Facilitated diffusion",2.24990719351858,"Transport, mitochondrial"
"CYStec","L-cysteine transport via diffusion (extracellular to cytosol)",100,"Transport, extracellular"
"EX_gln__L_e","L-Glutamine exchange",-100,"Exchange/demand reaction"
"IMPtr","Transport of IMP",-78.3466841796492,"Transport, extracellular"
"GLYtp","Glycine passive transport to peroxisome",8.77298732520489,"Transport, peroxisomal"
"EX_gsn_e","Guanosine exchange",100,"Exchange/demand reaction"
"EX_malthx_e","Maltohexaose exchange",100,"Exchange/demand reaction"
"GLCt2_2","D-glucose transport in via proton symport",-534.321952682733,"Transport, extracellular"
"UPPRT","Uracil phosphoribosyltransferase",540.223817168945,"Pyrimidine synthesis"
"CO2t","CO2 transporter via diffusion",-100,"Transport, extracellular"
"3HBCOAHLm","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",362.661786612533,"Valine, leucine, and isoleucine metabolism"
"ILEtmi","Isoleucine transport from mitochondria to cytosol",1000,"Transport, mitochondrial"
"DM_datp_m","DATP demand",2.24990719351855,"Exchange/demand reaction"
"VALTA","Valine transaminase",362.661786612533,"Valine, leucine, and isoleucine metabolism"
"DM_ach_c","DM ach[c]",1000,"Exchange/demand reaction"
"ATPS4mi","ATP synthase (four protons for one ATP)",337.67,"Oxidative phosphorylation"
"RE1807C","RE1807",-164.316354383449,"Bile acid synthesis"
"EX_maltttr_e","Maltotetraose exchange",-100,"Exchange/demand reaction"
"r0698","Propanoyl Coenzyme A:Acetyl Coenzyme A C-Acyltransferase Bile Acid Biosynthesis",8.77298732520489,"Bile acid synthesis"
"DM_Lcystin_c","Demand for L-Cystine",545.997997559035,"Exchange/demand reaction"
"O2tm","O2 transport  diffusion",95.6135063373976,"Transport, mitochondrial"
"EX_pi_e","Phosphate exchange",100,"Exchange/demand reaction"
"OBDHm","2 Oxobutanoate dehydrogenase",-1.2532839036007,"Propanoate metabolism"
"EX_leu__L_e","L-Leucine exchange",26.2987013167693,"Exchange/demand reaction"
"PAIL45P_HStn","Phosphatidylinositol 4,5-bisphosphate nuclear transport (diffusion)",-274.076251366425,"Transport, nuclear"
"NADH2_u10mi","NADH2 u10mi",49.4287922222665,"Oxidative phosphorylation"
"EX_na1_e","Sodium exchange",-100,"Exchange/demand reaction"
"3HPVSTETCOAhcm","Beta oxidation of 3-S-hydroxy-pravastatin-CoA to tatranor-CoA derivative in hepatocytes, mitochondria",64.6167229847375,"Drug metabolism"
"NADHtpu","NADH transporter, peroxisome",391.895232582008,"Transport, peroxisomal"
"PPM2","Phosphopentomutase 2 (deoxyribose)",127.300729043619,"Pentose phosphate pathway"
"EX_cys__L_e","L-Cysteine exchange",-100,"Exchange/demand reaction"
"r1109","Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate) Citrate cycle (TCA cycle) EC:4.1.3.6",762.655671229148,"Miscellaneous"
"XYLUR","Xylulose reductase",-1000,"Pentose phosphate pathway"
"SK_val__L_c","Sink val L[c]",-423.263194128002,"Exchange/demand reaction"
"HXAND","Hypoxanthine dehydrogenase",100,"Nucleotide interconversion"
"PA_HStm","Transport of Phosphatidate, Mitochondrial",2.00362218791839,"Transport, mitochondrial"
"EX_gluside_hs_e","Exchange/Demand Reaction",-3.00526141516049,"Exchange/demand reaction"
"GLYtm","Glycine passive transport to mitochondria",-645.183759924837,"Transport, mitochondrial"
"FUMSO3tm","Fumarate:sulfite antiport, mitochondrial",452.830330290796,"Transport, mitochondrial"
"FVStep","Efflux of fluvastatin from enterocytes into portal blood",-100,"Drug metabolism"
"SK_thf_c","EX thf LPAREN c RPAREN",100,"Exchange/demand reaction"
"r2377","Mitochondrial Carrier (MC) TCDB:2.A.29.7.2",-28.9742250888528,"Transport, mitochondrial"
"3MOPt2im","3-Methyl-2-oxopentanoate mitochondrial transport via proton symport",1000,"Transport, mitochondrial"
"r1384","Guanosine aminohydrolase EC:3.5.4.15",-100,"Nucleotide interconversion"
"GLRASE","Glucuronolactone reductase",100,"Vitamin C metabolism"
"EX_pe_hs_e","Phosphatidylethanolamine (homo sapiens) exchange",-45.580943908048,"Exchange/demand reaction"
"SUCOASm","Succinate  CoA ligase  ADP forming",491.895232582008,"Citric acid cycle"
"ECOAH12m","Enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",362.661786612533,"Valine, leucine, and isoleucine metabolism"
"MALSO3tm","Malate:sulfite antiport, mitochondrial",-452.830330290796,"Transport, mitochondrial"
"MAL_Ltx","Transport reaction for malate",491.895232582008,"Transport, peroxisomal"
"L_LACtcm","L-lactate transport via diffusion (cytosol to mitochondria)",436.785308710655,"Transport, mitochondrial"
"EX_leuktrC4_e","Leukotriene C4 exchange",100,"Exchange/demand reaction"
"MI1PS","Myo Inositol 1 phosphate synthase",278.083323875545,"Inositol phosphate metabolism"
"DCTPtn","DCTP diffusion in nucleus",1.62276554283114,"Transport, nuclear"
"METLEUex","Methionine/Leucine exchange (Met in)",26.2987013167693,"Transport, extracellular"
"SK_cys__L_c","Sink cys L[c]",-1000,"Exchange/demand reaction"
"EX_tyr__L_e","L-Tyrosine exchange",-100,"Exchange/demand reaction"
"SK_ile__L_c","Sink ile L[c]",-49.1672866937139,"Exchange/demand reaction"
"PPCOAtm","Propanoyl-CoA transport, mitochondria",1.2532839036007,"Transport, mitochondrial"
"EX_malttr_e","Maltotriose exchange",-100,"Exchange/demand reaction"
"SK_gly_c","Sink gly[c]",1000,"Exchange/demand reaction"
"r2535","Major Facilitator(MFS) TCDB:2.A.1.44.1",-69.0260946345335,"Transport, extracellular"
"AKGICITtm","Dicarboxylate/tricarboxylate carrier (akg:icit), mitochondrial",762.655671229148,"Transport, peroxisomal"
"Htx","H transporter, peroxisome",426.987181882828,"Transport, peroxisomal"
"EX_lpchol_hs_e","Lysophosphatidylcholine (homo sapiens) exchange",-68.2949255591466,"Exchange/demand reaction"
"MMTSADm","Malonate-semialdehyde dehydrogenase (acetylating), mitochondrial",362.661786612533,"Valine, leucine, and isoleucine metabolism"
"THFtm","5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial",-645.183759924837,"Transport, mitochondrial"
"ADK3","Adentylate kinase (GTP)",1000,"Nucleotide interconversion"
"LEUt5m","Leucine mitochondrial transport",-190.72756373846,"Transport, mitochondrial"
"r0074","L-Glutamate 5-semialdehyde:NAD+ oxidoreductase Arginine and proline metabolism EC:1.5.1.12",-100,"Urea cycle"
"3HPVSTETtev","Exit of 3-S-hydroxy-pravastatin-tetranor into hepatic vein",64.6167229847375,"Drug metabolism"
"EX_cytd_e","Cytidine exchange",100,"Exchange/demand reaction"
"PGP_hs_tm","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",-2.50444180153944,"Transport, mitochondrial"
"SK_ser__L_c","Sink ser L[c]",-1000,"Exchange/demand reaction"
"DCTPD","DCTP deaminase",387.199825569263,"Pyrimidine synthesis"
"LPCHOLt","Lysophosphatidylcholine Transport",68.2949255591466,"Transport, extracellular"
"r1883","Y+LAT2 Utilized transport",69.0260946345335,"Transport, extracellular"
"PUNP5","Purine-nucleoside phosphorylase (Inosine)",100,"Purine catabolism"
"SK_lys__L_c","Sink lys L[c]",-101.764689327252,"Exchange/demand reaction"
"GLNt","L-glutamine transport via diffusion",100,"Transport, extracellular"
"ATPtm","ADP/ATP transporter, mitochondrial",1000,"Transport, mitochondrial"
"PItn","Phosphate transport, nuclear",-548.15250273285,"Transport, nuclear"
"MMSAD3m","Methylmalonate-semialdehyde dehydrogenase (acylating)",487.076911874674,"Propanoate metabolism"
"LEUKTRD4t","Leukotriene D4 transport",200,"Transport, extracellular"
"EX_atp_e","EX atp LPAREN e RPAREN",-100,"Exchange/demand reaction"
"EX_Rtotal_e","R total exchange",68.2949255591466,"Exchange/demand reaction"
"RE0453M","Nucleoside-Diphosphate Kinase",-1.12495359675928,"Pyrimidine synthesis"
"PSSA1_hs","Phosphatidylserine synthase homo sapiens",-29.5523101381351,"Glycerophospholipid metabolism"
"OIVD2m","2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial",362.661786612533,"Valine, leucine, and isoleucine metabolism"
"ACt2m","Acetate mitochondrial transport via proton symport",-1000,"Transport, mitochondrial"
"PROSTGE2t2m","Transport of Prostaglandin E2, Mitochondrial",557.340474979705,"Transport, mitochondrial"
"r1019","Postulated transport reaction",-8.77298732520489,"Transport, peroxisomal"
"LEUKTRA4t","Leukotriene A4 transmembrane (homo sapiens) transport",-100,"Transport, extracellular"
"LCARS","Lacaldehyde reductase (S-propane-1,2-diol forming)",-183.572174083392,"Pyruvate metabolism"
"CO2tp","CO2 peroxisomal transport",3.7598517108021,"Transport, peroxisomal"
"EX_imp_e","IMP exchange",78.3466841796492,"Exchange/demand reaction"
"PGPP_hsc","Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial",2.50444180153944,"Glycerophospholipid metabolism"
"DNDPt49m","DTTP transport via dADP antiport",1.12495359675928,"Transport, mitochondrial"
"EX_glu__L_e","L-Glutamate exchange",-100,"Exchange/demand reaction"
"SK_arg__L_c","Sink arg L[c]",-61.7448367843164,"Exchange/demand reaction"
"EX_leuktrA4_e","Leukotriene A4 exchange",100,"Exchange/demand reaction"
"RE1447N_1","Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase",-274.076251366425,"Phosphatidylinositol phosphate metabolism"
"SK_glu__L_c","Sink glu L[c]",-1000,"Exchange/demand reaction"
"DM_na1_c","Sink na1",99.9999999999997,"Exchange/demand reaction"
"EX_uri_e","Uridine exchange",100,"Exchange/demand reaction"
